application_key,mvar1,mvar2,mvar3,mvar4,mvar5,mvar6,mvar7,mvar8,mvar9,mvar10,mvar11,mvar12,mvar13,mvar14,mvar15,mvar16,mvar17,mvar18,mvar19,mvar20,mvar21,mvar22,mvar23,mvar24,mvar25,mvar26,mvar27,mvar28,mvar29,mvar30,mvar31,mvar32,mvar33,mvar34,mvar35,mvar36,mvar37,mvar38,mvar39,mvar40,mvar41,mvar42,mvar43,mvar44,mvar45,mvar46,mvar47,default_ind
237715,1774,0,0,0,0,0,10854,10854,25294,1214,missing,79139,31823,89190,152227,1,1,1,2,2,87.29,9283.58,9283.58,92.84,3144,4988,4988,30386,4988,missing,missing,827,14.9167,0,na,2,7,2,0,missing,missing,0,7,0.45625,0,na,L,0
237716,1769,0.0918,2.431,0.378,2.053,7062,36507,7062,4955,50947,missing,5127,27178,123875,8910,0,0,0,0,1,42.07,N/A,N/A,N/A,2715,missing,missing,122,8638,1369,8638,357,0.4167,1,na,7,4,4,0,88.77,88.405,0.09091,6,0.58273,0,0,C,1
237717,1803,0.0401,0,0,0,489,1301,1301,2180,1229,missing,1632,14183,56487,2219840,0,0,0,0,0,39.21,4363.64,4363.64,43.64,760,183,183,30386,1977,missing,missing,75,3.3333,0,0,2,0,2,0,missing,missing,0,2,0.42927,na,na,C,0
237718,1595,1.9002,17.301,0,0,0,947,947,14217,1448,missing,12521,5519,24775,missing,2,5,5,17,17,97.63,12933.33,12933.33,113.45,1320,1795,1795,0,6905,missing,missing,564,N/A,8,2,21,2,4,0,missing,missing,0.51724,2,0.34809,na,na,C,0
237719,1648,0.0834,79.262,11.144,0,138,7282,138,496,10274,8312,639,2164,89190,missing,0,0,1,1,3,53.67,8062.5,8062.5,642.2,1575,3011,2738,30,7118,4928,missing,466,17.25,2,0,16,8,4,2,missing,missing,0.57143,5,0.44834,0,2,L,0
237720,1874,0.0241,0.207,0,0,4955,29510,8005,46482,45443,missing,121,7294,99100,missing,0,0,0,0,0,1.49,0,0,0.75,2545,5475,5475,548,7513,missing,4137,1004,0.25,0,na,2,10,1,0,missing,missing,0,6,0.99967,0,na,C,0
237721,1695,0.4901,3.714,0,0,0,21311,496,76733,26921,missing,37262,16692,56487,236058,1,1,1,6,7,100.79,0,0,93.06,2083,10159,10159,30,10159,missing,missing,1575,9.9167,0,na,13,15,1,0,missing,missing,0.13333,14,0.81234,1,na,L,0
237722,1612,2.7459,8.415,0,7.066,0,1168,0,392,1168,missing,392,460,56487,64415,1,1,1,1,1,132,13200,13200,273,183,213,213,30,2281,missing,2281,12,2.1667,1,2,8,0,4,1,105.782,missing,0.72222,5,0.27128,na,0,C,0
237723,1830,0.1426,0,0,0,2478,19803,19803,43604,35790,missing,8109,45916,72343,missing,0,0,0,0,0,48.04,321.92,8.5,18.81,1521,2646,2646,30386,2646,91,missing,300,6.6667,0,0,4,4,3,0,missing,88.886,0,6,0.50436,na,0,L,0
237724,1608,3.8616,11.852,0.658,2.285,928,928,928,1536,1136,12765,63,1096,89190,missing,0,0,0,0,0,6.4,640,640,6.4,142,304,304,0,2738,608,2738,14,0.6667,3,1,12,0,11,0,107.252,101.105,0.79167,0,0.53981,na,0,C,1
237725,1788,0.9151,0.285,0,0,131,7593,2094,58717,28809,missing,9864,34554,72343,157569,0,0,0,1,2,76.62,8292.22,N/A,16.45,1335,2494,2494,274,6418,639,missing,395,30.25,0,na,9,2,7,0,missing,missing,0,16,0.47563,0,0,L,0
237726,1717,0.2076,0,0,0,0,628,245,124207,1207,912,2768,3526,123875,missing,1,1,1,2,2,94.33,6579.17,3707.14,90.96,2016,7939,669,1308,8273,missing,missing,1591,14.0833,0,0,5,21,4,0,missing,missing,0.26829,3,0.5191,0,0,C,1
237727,1717,3.9372,1.131,0.5,0,17,7402,1883,33293,18968,missing,5879,7627,89190,295918,0,0,0,1,1,72.61,6375.82,4621.31,33.9,1106,2403,1734,61,3680,3437,missing,291,4.9167,2,0,8,4,6,0,missing,missing,0,10,0.86703,0,0,C,1
237728,1826,2.0833,0,0,0,1149,10901,10901,28541,38712,missing,7763,12233,123875,393427,0,0,0,1,1,25.81,1633.84,2321.18,23.21,373,365,365,30386,1095,missing,missing,98,0.25,0,0,5,0,12,0,missing,missing,0,10,0.65212,na,0,C,0
237729,1731,3.1573,3.544,0,0,185,1159,1159,17059,2281,1288,5958,8438,72343,470725,0,0,0,2,2,64.6,8032.84,7943.64,68.48,897,3924,1125,30,3924,3346,missing,118,0.0833,0,0,4,1,4,0,missing,missing,0.18182,4,0.8634,na,0,L,0
237730,1726,0.1521,0,0,0,missing,6750,missing,36785,12028,missing,0,38224,89190,missing,na,na,na,0,0,N/A,N/A,N/A,0,1414,3194,3194,1947,4623,4015,missing,558,2.1667,0,0,2,8,4,0,missing,missing,0.06061,9,0.88825,0,0,L,0
237731,1807,0.9818,0.751,0.751,0,99,28364,28364,105110,43951,missing,1691,39821,247751,1461879,0,0,0,0,0,4.37,384.96,384.96,1.7,1802,10098,7239,30,10220,missing,missing,770,13.1667,0,0,4,9,6,0,missing,missing,0.04167,13,0.51317,0,1,L,0
237732,1787,0.1672,0,0,0,468,5946,5946,28798,20460,missing,12520,15007,42613,116938,0,0,0,1,1,47.5,3791.51,4873.14,19.1,1361,1095,1095,2251,5019,missing,4380,537,1.25,0,0,4,6,6,0,missing,missing,0.13333,6,0.87629,0,na,L,0
237733,1719,0.6518,0,0,0,41,2041,381,7928,2660,1181,7310,4250,56487,71848,0,0,0,4,4,92.2,9316.67,9316.67,92.2,836,1095,1095,335,1095,missing,missing,110,1.3333,0,0,6,0,4,0,missing,missing,0.42857,5,0.91737,0,na,C,0
237734,1601,0.4112,25.253,5.608,0,missing,25442,missing,123,36172,4416,missing,230,56487,missing,na,na,na,0,0,N/A,N/A,N/A,N/A,3026,3741,3528,0,4076,791,missing,199,1.4167,2,na,6,2,7,2,missing,54.193,0.53333,2,0.90154,0,0,L,1
237735,1752,2.2904,0,0,0,0,7568,1358,36131,16876,missing,18816,18527,123875,missing,2,2,2,7,7,78.02,6571.59,6235.29,74.46,1234,5232,5232,608,7391,1825,2373,852,0.25,0,0,16,7,12,0,89.908,78.334,0.28947,23,0.24177,na,0,L,0
237736,1730,1.2219,1.701,0,0,0,12566,12566,32384,14540,2457,11975,37649,99100,152637,1,3,3,10,10,26.6,7252.39,7013.56,75.47,1556,3589,3528,91,7361,4471,2342,1074,3.3333,3,2,26,15,17,2,72.416,missing,0.30508,19,0.83143,0,0,C,1
237737,1690,1.8811,27.213,4.738,0,496,5869,496,1685,7355,817,0,458,24775,missing,0,0,0,0,0,N/A,N/A,N/A,99.53,1379,1734,1612,30,2312,1338,2312,136,0.25,1,na,25,0,6,0,108.058,57.881,0.24242,22,0.17767,na,1,L,0
237738,1663,0.9174,21.592,0,0,missing,1409,missing,missing,1409,22712,missing,missing,72343,missing,na,na,na,0,0,N/A,N/A,N/A,N/A,missing,missing,missing,0,2312,missing,1369,missing,1.8333,0,na,26,na,23,1,102.649,missing,0.47222,19,0.47275,na,0,L,0
237739,1659,0,6.102,0,0,missing,4890,missing,595,4890,1392,missing,missing,42613,missing,na,na,na,0,0,N/A,N/A,N/A,N/A,missing,missing,missing,30,5201,missing,missing,missing,1.0833,0,na,8,na,7,0,missing,missing,0.625,2,1,na,na,C,0
237740,1767,0.1146,0,0,0,1487,44599,5946,90211,88851,508,0,1364,123875,808128,0,0,0,0,0,N/A,0,0,0,1813,1521,304,1034,8334,4836,missing,775,10,0,0,2,10,3,0,missing,6.576,0.14286,5,0.99533,0,0,L,0
237741,1871,0,0,0,0,4955,29730,29730,38550,36071,missing,0,1357,56487,missing,0,0,0,0,0,N/A,0,0,0,1383,2768,2768,30386,4076,760,missing,591,0.5833,0,0,1,8,6,0,missing,17.152,0,6,1,na,0,L,0
237742,1784,0.6191,0,0,0,0,1189,949,15881,2139,missing,14931,6469,29730,missing,1,1,1,2,2,94.17,10025,N/A,94.17,1490,2555,2555,30386,3103,760,3103,98,6.25,0,0,2,1,2,0,missing,90.475,0,5,0.4307,na,0,L,0
237743,1667,0.2812,2.699,0,0,missing,117,missing,2240,117,7691,missing,242,56487,191102,na,na,na,0,0,N/A,N/A,N/A,N/A,1758,548,548,30,6327,missing,3711,289,19.25,0,1,32,4,27,0,112.549,missing,0.81034,4,0.52385,0,na,C,0
237744,1661,1.1096,3.401,3.401,0,0,3964,3964,1407,0,200,521,112,24775,242795,1,1,1,1,1,105.2,1168.89,10520,105.2,631,304,304,0,6266,3255,3985,83,3.3333,0,0,3,2,2,1,missing,23.264,0.25,1,0.79291,na,1,L,0
237745,1708,0.2958,1.251,1.251,0,287,1117,1117,7730,2673,missing,5674,2134,42613,missing,0,0,0,1,1,70.97,4085.19,4365,65.9,608,1065,1065,30,1308,missing,missing,80,3.5,0,0,5,0,4,0,missing,missing,0.16667,6,0.84713,na,1,L,0
237746,1668,1.7007,16.744,0,0,6996,6996,6996,14974,12234,missing,1150,0,56487,145736,0,1,1,0,0,N/A,0,N/A,0,1008,2981,2981,30,8425,2099,missing,464,0.1667,0,2,2,4,17,0,missing,missing,0.53846,8,0.66333,0,0,C,1
237747,1876,0.6565,0,0,0,2747,24040,5946,15788,36399,missing,1712,10671,123875,153499,0,0,0,0,0,38.4,1645.71,0,12.17,1186,1430,1430,30386,7087,5140,missing,234,3.8333,0,0,2,2,2,0,missing,missing,0,5,0.96281,0,0,L,0
237748,1753,1.94,0.537,0,0,23,4515,2378,15908,9554,167,1540,1321,56487,missing,0,0,0,3,3,92.33,2201.72,9063.64,91.41,1300,1795,821,91,6418,639,2890,641,16.25,0,0,6,9,11,0,100,76.634,0.33333,11,0.60182,0,0,C,0
237749,1618,N/A,71.893,0,32.961,missing,missing,missing,1635,0,8931,missing,missing,24775,missing,na,na,na,0,0,N/A,N/A,N/A,N/A,213,missing,missing,30,3437,missing,3437,35,2.25,0,na,12,4,7,na,missing,missing,0.81481,0,N/A,na,na,C,0
237750,1633,N/A,0.354,0.354,0,missing,0,missing,936,0,4988,0,missing,89190,missing,na,0,0,0,0,N/A,N/A,N/A,N/A,missing,missing,missing,213,5931,missing,4076,missing,2,0,na,10,na,2,0,113.678,missing,0.83333,1,1,na,0,L,0
237751,1827,0.4756,0,0,0,4440,8099,8099,24775,19534,missing,2764,0,29730,missing,0,0,0,0,0,15.38,1239.56,1239.56,11.16,259,730,730,30386,1551,missing,missing,34,11.1667,0,0,3,0,4,0,missing,missing,0,5,0.65507,na,na,L,0
237752,1752,0.1658,0.34,0,0,48,6342,4475,25040,8130,5336,24128,10058,56487,465770,0,3,3,7,7,70.54,N/A,N/A,61.61,2751,3893,3893,183,6296,missing,6296,633,2.75,1,na,11,7,1,0,missing,missing,0.21739,10,0.42377,0,na,L,0
237753,1720,0.4043,1.595,0,0,58,4405,243,4509,6442,missing,2760,6061,72343,missing,0,0,0,2,3,83.83,6876.54,4007.69,68.77,578,608,608,30,913,missing,missing,57,0.8333,3,2,9,0,10,2,missing,missing,0,7,0.86028,na,0,L,1
237754,1679,N/A,3.275,0,0,199,10034,396,5722,10753,28111,902,2269,24775,missing,0,0,0,1,2,79.9,N/A,N/A,140.59,1651,3255,3255,30,6114,3255,missing,380,8.75,0,1,12,3,6,0,missing,29.171,0.67742,5,0.79338,na,0,L,0
237755,na,0.3868,0,0,0,missing,missing,missing,missing,0,2626,missing,missing,56487,missing,na,na,na,0,0,N/A,N/A,N/A,N/A,missing,missing,missing,30386,700,missing,missing,missing,0.9167,0,na,1,na,1,na,missing,missing,missing,0,N/A,na,na,L,0
237756,1601,0.6518,2.126,0,0,0,5353,172,18161,5533,missing,17387,6651,72343,missing,1,2,2,5,5,104.95,9012.12,10095.65,104.75,687,1734,1734,0,6509,6509,missing,158,6.5833,0,2,7,0,6,0,missing,84.185,0.2,8,0.91767,na,0,C,0
237757,1775,0.8168,0,0,0,405,3214,405,496,3795,55,90,346,72343,484061,0,0,0,0,0,18.2,N/A,N/A,18.2,1278,1278,1278,30386,3315,1490,missing,42,8.6667,0,na,2,0,2,0,missing,81.71,0.28571,3,0.5014,na,0,C,1
237758,1672,0.2734,11.219,0,0,missing,missing,missing,97173,0,9349,0,missing,56487,329615,0,0,0,0,0,N/A,N/A,N/A,N/A,1977,2281,2281,30,5688,missing,missing,1105,10.0833,0,na,2,17,0,0,missing,missing,0.18519,0,N/A,0,0,L,0
237759,1662,N/A,0,0,0,missing,0,missing,missing,0,1038,missing,missing,24775,missing,na,na,na,0,0,N/A,N/A,N/A,N/A,missing,missing,missing,91,1795,1795,152,missing,2.6667,0,na,3,na,3,0,100,missing,0.8,2,0.58539,na,0,L,0
237760,1596,0,6.904,6.904,0,missing,missing,missing,missing,0,12653,missing,missing,89190,missing,na,na,na,0,0,N/A,N/A,N/A,N/A,missing,missing,missing,30,4015,3072,missing,missing,1.1667,0,na,18,na,8,na,missing,missing,0.96296,0,N/A,na,1,C,1
237761,1891,0.0951,0,0,0,13874,99100,17455,58568,115229,missing,9029,54196,56487,missing,0,0,0,0,0,21.19,N/A,N/A,34.9,4815,4745,4745,30386,8790,missing,8669,1108,15.6667,0,na,1,7,0,0,missing,missing,0,2,0.95763,0,0,L,0
237762,1798,0,0,0,0,848,41308,1982,13824,58361,missing,4286,8624,56487,183335,0,0,0,0,0,55.82,3186.21,3331.12,6.92,1186,2677,2677,608,4198,missing,missing,234,6.0833,0,0,5,3,4,0,missing,missing,0.2,6,0.89576,0,0,C,0
237763,1555,0.6961,21.397,1.486,0,missing,683,missing,missing,683,3684,missing,missing,123875,116648,na,na,na,0,0,N/A,N/A,N/A,N/A,1186,1521,1521,30,5688,5688,missing,78,22.25,1,na,7,0,6,0,missing,94.83,0.68421,0,1,0,0,C,1
237764,1765,0.2648,0,0,0,851,24856,851,10207,45653,missing,5095,17970,123875,248700,0,0,0,1,2,85.68,8568.33,8568.33,85.68,821,274,274,1521,5201,5201,4441,54,15.6667,0,0,5,1,2,0,63.807,72.95,0.36364,5,0.67176,0,0,C,0
237765,1877,0,0,0,0,3378,17171,9940,53877,35444,missing,11457,29182,123875,530901,0,0,0,0,0,46.24,6521.43,N/A,38.54,1433,3589,3589,30386,4928,3498,4928,424,1.5833,0,0,3,5,2,0,missing,missing,0,7,0.97842,0,0,C,0
237766,1812,N/A,0,0,0,344,29067,9315,57614,58985,missing,16620,7940,72343,321954,0,0,0,2,2,61.12,3953.33,3953.33,43.56,1860,3893,3893,1004,4106,2555,missing,1162,2.0833,0,0,8,18,3,0,missing,64.49,0.03704,12,0.90244,0,0,C,0
237767,1783,0.1068,0,0,0,0,1820,608,17962,2726,missing,17056,47392,123875,524232,1,1,1,2,2,96.69,9212.82,N/A,95.09,1673,2707,2707,30386,2707,152,missing,110,N/A,0,0,3,1,2,0,missing,89.746,0,4,0.51886,na,0,C,0
237768,1667,0.2701,9.54,0,0,0,11595,46,4228,20769,5600,602,1793,42613,129628,1,1,1,2,2,93.39,10100,10100,124,706,2038,1886,30,3863,missing,3863,116,4.6667,0,0,17,1,7,0,63.106,missing,0.60714,5,0.92636,0,0,L,1
237769,1581,0.704,22.45,0,0,missing,missing,missing,missing,0,1435,missing,missing,56487,140626,na,na,na,0,0,N/A,N/A,N/A,N/A,821,1430,852,30,1430,missing,missing,27,4.25,0,na,3,0,2,na,missing,missing,1.25,0,N/A,na,na,C,1
237770,1777,0.5716,2.398,0,0,18,14515,1846,18796,29858,missing,11237,11066,56487,336576,0,0,0,4,4,76.94,7727.27,7727.27,70.62,1136,2433,2433,213,5262,4654,5262,336,1.9167,0,0,8,4,4,0,missing,22.927,0.02564,9,0.65247,na,0,L,0
237771,na,0.0201,N/A,N/A,N/A,missing,missing,missing,missing,missing,missing,missing,missing,56487,172434,na,na,na,0,na,N/A,N/A,N/A,N/A,missing,missing,missing,missing,missing,missing,missing,missing,1.0833,na,na,na,na,na,na,missing,missing,missing,na,N/A,na,na,C,1
237772,1758,1.6584,0.207,0,0,113,46750,2999,19612,57397,missing,8781,12113,42613,missing,0,0,0,2,2,56.78,5548.19,1476.19,45.46,845,3407,3407,304,3650,3194,missing,250,4.0833,0,0,12,1,8,0,missing,11.905,0.125,13,0.41337,na,0,L,0
237773,1599,0.4848,32.342,5.33,5.93,0,0,0,687,0,4810,687,352,42613,missing,1,1,1,1,1,138.6,13860,N/A,138.6,548,548,548,30,2312,missing,2312,18,0.3333,1,1,22,0,10,1,107.119,missing,0.92,3,0.22549,na,1,L,0
237774,1740,0.4186,8.192,0.278,0,86,14625,86,5401,14711,1731,905,1158,72343,missing,0,0,0,1,1,91.3,9130,9130,91.3,716,1095,1095,0,6540,missing,548,212,1.6667,0,0,4,6,4,0,105.837,missing,0.15,4,0.45291,0,0,L,0
237775,1701,1.8559,0,0,0,1,1434,1434,1635,627,114,1407,2292,29730,missing,0,0,0,1,1,45.16,6163.64,6163.64,61.64,963,213,213,487,2585,missing,missing,95,2.1667,0,0,5,1,3,0,missing,missing,0.5,3,0.35141,na,na,C,0
237776,1759,0.2354,5.299,0,0,572,65833,572,37311,70863,668,3392,45113,123875,351805,0,0,0,0,1,85.58,8557.5,8557.5,544,1988,2555,2464,30,10798,3589,missing,523,19.5833,0,0,3,7,2,0,missing,missing,0.25,4,0.5186,0,0,L,0
237777,1639,0.9348,14.768,9.538,0,missing,580,missing,missing,580,2056,missing,missing,72343,422899,na,na,na,0,0,N/A,N/A,N/A,N/A,missing,missing,missing,30,4988,3620,missing,missing,9.75,0,na,6,na,2,0,missing,missing,0.75,0,0.7801,na,2,L,1
237778,1724,2.1548,0,0,0,59,935,59,793,1053,missing,674,468,89190,65742,0,0,0,2,2,85,8500,8500,85,152,183,183,30386,365,missing,missing,10,1.6667,0,0,3,0,7,0,missing,missing,0,5,0.72356,na,na,C,0
237779,1646,0.6401,15.114,1.67,0.49,0,20,20,799,20,2156,5494,3581,123875,302487,1,1,1,1,2,100.8,N/A,N/A,96,1810,2646,2646,0,7665,4441,4137,238,3.1667,0,na,4,3,0,0,182.486,missing,0.6,2,0.91284,na,1,C,0
237780,1787,2.6468,0,0,0,87,4955,4955,9960,12456,missing,3648,14092,56487,missing,0,0,0,2,2,86.61,1361.62,0,36.63,393,1004,1004,30386,1004,missing,missing,142,5.25,0,0,2,0,7,0,missing,missing,0,7,0.68432,na,na,C,0
237781,1787,2.6468,0,0,0,87,4955,4955,9960,12456,missing,3648,14092,56487,missing,0,0,0,2,2,86.61,1361.62,0,36.63,393,1004,1004,30386,1004,missing,missing,142,5.25,0,0,2,0,7,0,missing,missing,0,7,0.68432,na,na,C,0
237782,1897,0.0592,0,0,0,6288,31109,8078,27401,52957,missing,4761,6270,99100,941450,0,0,0,0,0,24.89,3655,3655,24.89,1721,4410,4410,30386,4654,2677,missing,396,8.5833,0,0,3,5,2,0,missing,missing,0,4,0.77764,0,0,C,0
237783,1594,0,5.813,0,5.813,missing,missing,missing,missing,0,missing,missing,missing,24775,missing,na,na,na,0,0,N/A,N/A,N/A,N/A,missing,missing,missing,61,1247,missing,1247,missing,2.9167,0,na,2,na,0,0,97.97,missing,2,0,0.50396,na,na,L,1
237784,1847,0.2034,0,0,0,1659,6264,5047,29730,36531,missing,5087,9790,42613,missing,0,0,0,0,0,35.65,2720.81,3180.41,20.53,1078,3680,3680,30386,3680,missing,missing,248,2.1667,0,0,5,1,6,0,missing,missing,0,11,0.66657,na,0,L,0
237785,1899,0.0651,0,0,0,3568,99100,15361,85300,143268,missing,5046,46844,99100,489533,0,0,0,0,0,17.26,0,0,0,1314,3620,3620,30386,5445,5262,missing,1080,4.5,0,0,1,19,3,0,missing,missing,0,6,0.98719,0,0,C,0
237786,1736,0,0,0,0,449,449,449,595,801,missing,190,2267,42613,missing,0,0,0,0,0,24.5,1920,1125,24.5,548,548,548,1551,3711,missing,missing,18,0.25,0,0,1,0,3,0,missing,missing,0.5,2,0.76563,na,0,C,0
237787,1892,0.0084,0,0,0,41416,41416,41416,66496,93051,missing,10909,125527,247751,748205,0,0,0,0,0,20.85,N/A,N/A,20.85,4730,7087,7087,30386,11345,4502,missing,622,11.4167,0,na,3,3,1,0,missing,32.446,0,4,0.9585,0,0,C,0
237788,1727,2.5141,0,0,0,0,11211,11211,7066,2724,missing,8386,1272,123875,missing,1,1,1,4,4,29.28,6170.42,5957.35,61.7,1331,426,426,30386,3741,missing,missing,350,0.6667,0,0,5,3,5,0,missing,missing,0,5,0.2542,na,na,L,0
237789,1663,2.4391,4.739,0,3.455,missing,0,missing,missing,0,1098,missing,missing,29730,81262,na,na,na,0,0,N/A,N/A,N/A,N/A,missing,487,missing,61,2555,2555,1947,missing,1.1667,0,na,7,na,7,0,100,missing,0.7,4,0.43535,na,0,C,0
237790,1728,0.8271,6.68,0,0,7575,7575,7575,29130,5673,missing,8093,21840,56487,missing,0,0,0,1,1,45.4,N/A,N/A,28.3,2352,7817,3255,183,8213,3954,missing,696,10.9167,0,na,3,8,5,0,missing,91.825,0.22222,3,0.49156,0,0,L,0
237791,1702,3.8649,0.637,0,0,0,2707,487,34458,7147,1766,14306,6618,123875,620366,4,5,6,10,12,101.15,7479.9,7316.8,70.94,493,2950,2738,30,3224,1612,missing,227,10.4167,1,1,17,6,20,0,missing,96.888,0.13514,21,0.56501,na,0,L,1
237792,1642,0.9187,15.204,0,0,0,793,0,7623,2643,3422,7560,3091,123875,285548,2,3,3,7,7,113.93,11508.57,10733.33,111.15,829,1338,1338,30,4228,missing,4228,109,7,1,2,10,0,6,0,85.811,missing,0.69231,2,0.42894,na,na,L,1
237793,1806,0.7518,0,0,0,0,35767,11892,153939,71493,missing,68417,190477,123875,missing,2,2,2,3,3,102.87,6478.26,9000,56.25,1629,3650,3650,30386,4928,3893,missing,1178,0.0833,0,0,5,18,2,0,missing,13.211,0,9,0.39951,0,0,C,0
237794,1750,0.6709,0.901,0,0,86,4032,892,23233,9303,missing,13710,9753,99100,missing,0,1,1,6,6,74.95,0,0,78.83,2035,2859,2859,395,5840,335,missing,803,9.8333,0,0,12,7,3,0,missing,87.337,0.16667,13,0.67075,na,0,L,0
237795,1648,0.5402,0.59,0,0,224,224,224,8722,224,missing,73,255,56487,140362,0,0,0,0,0,24.67,2466.67,N/A,24.67,878,456,456,0,4198,2646,missing,202,4.1667,1,1,1,6,1,1,missing,missing,0.26667,0,1,0,0,C,0
237796,1714,1.2954,3.048,0,0,missing,6233,missing,7928,6290,110,missing,32,72343,missing,na,na,0,0,1,N/A,8860,N/A,N/A,1480,4319,4319,91,4928,missing,4928,292,1.1667,0,na,2,6,2,0,63.27,missing,0.72727,2,0.96072,na,na,C,0
237797,1745,0.0664,0,0,0,2183,10846,2254,11694,15283,343,2302,1496,56487,missing,0,0,0,0,0,51.04,N/A,N/A,34.16,1326,2373,2373,61,2677,missing,missing,218,0.5,0,na,4,3,1,0,missing,missing,0.28571,3,0.86447,na,na,C,0
237798,1652,0.3326,3.581,3.091,0,missing,0,missing,198,0,3492,missing,0,56487,317825,na,na,na,0,0,N/A,N/A,N/A,N/A,3057,missing,missing,61,5566,2251,missing,402,3.4167,1,na,6,3,5,0,missing,101.122,0.72727,2,1,na,0,C,1
237799,1766,0.2565,0,0,0,1239,8064,2110,27096,11412,missing,7099,0,89190,184326,0,1,1,1,1,29.03,10067.2,N/A,65.12,1177,1247,1247,821,5110,1156,missing,503,3.75,0,0,3,10,2,0,missing,55.506,0.36111,6,0.58629,0,0,L,0
237800,1810,0,0,0,0,66,21501,66,396,48640,missing,132,1316,72343,130994,0,0,0,0,0,66.5,N/A,N/A,33.25,2433,4806,3194,1551,5475,5475,3650,160,16.25,0,na,12,2,3,0,103.033,56.159,0.2381,13,0.51586,0,0,L,0
237801,1526,0.8214,6.674,0,0,0,0,0,3935,0,1296,3935,5760,42613,218020,2,2,2,3,3,158.84,16053.33,N/A,185,494,669,669,30,669,missing,missing,65,1.8333,1,4,6,0,6,0,missing,missing,1,0,0.52076,na,na,L,0
237802,1803,0.1858,0,0,0,4955,60065,60065,42910,27837,missing,54703,33881,247751,missing,0,0,0,0,0,41.98,0,0,0,1867,395,395,2129,8182,missing,8182,491,11.1667,0,0,1,4,3,0,84.078,missing,0,3,0.62047,na,na,C,1
237803,1767,0.6324,0.224,0,0,496,4955,4955,10901,21537,missing,1359,11608,123875,missing,0,0,0,0,0,30.47,0,0,13.71,1278,3315,3315,578,3315,2677,3042,210,10.3333,0,0,1,3,2,0,missing,98.749,0.2,6,0.92981,na,0,C,0
237804,1889,0.1488,0,0,0,496,23289,23289,68974,92354,missing,3495,21490,123875,579735,0,0,0,0,0,11.49,1148.86,1148.86,6.38,973,2403,2403,30386,3376,2464,3376,224,3.6667,0,0,5,2,3,0,13.905,90.75,0,11,0.9447,0,0,L,0
237805,1691,4.214,0,0,0,162,1487,1487,496,2794,722,576,309,24775,missing,0,0,0,0,0,67.4,1708.82,1708.82,67.4,101,243,243,30386,791,missing,missing,10,0.0833,0,0,3,0,5,0,missing,missing,1,1,0.58003,na,na,C,0
237806,1843,0.0259,0,0,0,1635,12828,12828,13997,13490,missing,8825,48251,247751,582708,0,0,0,0,0,37.89,0,N/A,0,1141,1430,1430,30386,1764,852,missing,150,0.8333,0,na,1,0,3,0,missing,missing,0,8,0.63632,na,0,C,0
237807,1573,0.5674,3.087,0,1.417,missing,0,missing,missing,0,3138,missing,missing,72343,missing,na,na,na,0,0,N/A,N/A,N/A,N/A,missing,missing,missing,0,760,missing,760,missing,0.25,1,na,7,na,9,1,missing,missing,1,0,1,na,na,C,0
237808,1892,0.1539,0,0,0,496,18829,18829,274897,146088,missing,17805,28393,56487,139486,0,0,0,1,1,44.63,2318.78,1769.56,9.08,1522,6266,5414,30386,6509,missing,4532,1852,10.5,0,0,8,20,12,0,missing,missing,0,28,0.80176,0,0,C,0
237809,na,0.0361,0,0,0,missing,missing,missing,missing,0,missing,missing,missing,42613,missing,na,na,na,0,0,N/A,N/A,N/A,N/A,missing,missing,missing,30386,122,missing,missing,missing,6.5833,0,na,na,na,1,na,missing,missing,1,1,N/A,na,na,C,0
237810,1780,0.3748,0,0,0,580,4034,3433,46690,17084,missing,24097,8147,89190,missing,0,0,0,3,3,79.42,0,N/A,62.03,2642,4836,4106,1034,5019,missing,missing,608,12.4167,0,na,6,6,3,0,missing,missing,0,10,0.88194,0,na,L,0
237811,1746,1.8024,2.898,2.531,0,253,12199,1994,30959,24024,44,13121,11560,72343,missing,0,0,0,2,2,77.85,2964.87,2964.87,62.89,4734,11315,8486,30,11315,3620,missing,1245,4.6667,2,0,5,6,3,1,missing,50.686,0.03571,10,0.39197,0,0,C,0
237812,1670,1.6874,20.387,0,0,0,19063,19063,1538,0,2211,9282,4330,123875,missing,1,1,1,1,1,32.75,N/A,N/A,100.67,2152,852,852,30,9490,426,missing,566,6.25,1,na,5,7,2,0,missing,missing,0.9,0,0.96776,na,0,C,0
237813,1816,0.4686,0,0,0,183,3423,3423,1487,374,missing,1158,36345,42613,missing,0,0,0,1,1,74.87,N/A,N/A,74.87,1044,1278,1278,30386,1278,missing,missing,103,0.4167,0,na,2,0,0,0,missing,missing,0,2,0.69119,na,na,L,0
237814,1679,6.8917,0.5,0,0,0,1746,486,14790,6195,missing,3804,15461,72343,8438,2,2,2,1,1,94.08,0,0,17.98,2333,2798,2798,304,13870,missing,2707,1304,2.25,0,na,4,7,3,0,missing,missing,0.09091,11,0.88883,0,0,C,1
237815,1734,0.8044,1.653,0,1.653,98,1982,1982,2220,2098,missing,5267,2955,42613,missing,0,0,0,2,2,79.8,5650.96,5650.96,28.48,548,852,missing,517,5019,missing,4563,72,15.9167,0,0,4,1,7,0,90.171,missing,0.4,3,0.2912,na,na,L,0
